"id","corporateItemCd","upcId","rogCd","productHierarchy.productClass.productClassNm","productHierarchy.productClass.productClassCd","productHierarchy.productClass.retailSectionCd","productHierarchy.productSubClassLevel1.productSubClassNm","productHierarchy.productSubClassLevel1.productSubClassCd","productHierarchy.productSubClassLevel2.productSubClassNm","productHierarchy.productSubClassLevel2.productSubClassCd","productHierarchy.productGroup.productGroupNm","productHierarchy.productGroup.productGroupCd","productHierarchy.productCategory.productCategoryNm","productHierarchy.productCategory.productCategoryCd","pullDateInd","vendorId","vendorSubAccountNbr","priceLookUpCd","itemDescription.internetItemDsc","shelfLifeDys","dimension.shipUnitDimensions.shipUnitWtUOMCd","dimension.shipUnitDimensions.shipUnitWt","dimension.shipUnitDimensions.shipUnitPackQty","dimension.shelfUnitDimensions.itemPackUOMCd","departmentId","itemSourcingType.dsdInd","itemSourcingType.warehouseInd","vendorNm"
"SNCA-37050496-004274312329","37050496","004274312329","SNCA","OTHER GROCERY INGREDIENT CHEESE","85","325","OTHER GROCERY INGREDIENT CHEESE","0","OTHER GROCERY INGREDIENT CHEESE","0","CHEESE","37","GROCERY INGREDIENT CHEESE","6","","006446","001","0","EL MEXICANO QUESO FRESCO CASERO","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-27051754-007554500624","27051754","007554500624","SNCA","ASIAN SNACKS","60","301","CANDY ASIAN SNACKS","10","CANDY ASIAN SNACKS","10","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","004959","006","0","CALPICO WHITE PEACH","0","LB","0.001","8.00","I","","Y","N","JFC INTL INC"
"SNCA-27350392-089175600049","27350392","089175600049","SNCA","INDIAN/MIDDLE EAST FOODS","0","301","INDIAN/MIDDLE EAST FOODS","0","INDIAN/MIDDLE EAST FOODS","0","ETHNIC"," GOURMET & SPECIALTY","27","INDIAN/MIDDLE EAST FOODS","35","","006446","001","0","MAYA KAIMAL DAL KDNY","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-10050345-089703400264","10050345","089703400264","SNCA","PLAIN SPECIALTY RICE","15","301","ALL OTHER PLAIN SPECIALTY RICE","85","ALL OTHER PLAIN SPECIALTY RICE","85","RICE & BEANS","10","PLAIN RICE","5","","006446","001","0","NATURES EARTHLY CHOICE SHELLED HEMP SEE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-82041208-060426200508","82041208","060426200508","SNCA","DELI CHEESE TABLE","15","309","DELI CHEESE TABLE PROVOLONE","27","DELI CHEESE TABLE PROVOLONE","27","TRADITIONAL DELI","82","DELI CHEESE","4","","006446","002","0","APPLE SMOKED PROVOLONE CHEESE DELI VACUUM PACK","0","LB","0.001","14.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-2021882-003659311006","2021882","003659311006","SNCA","NATURAL/ORGANIC AT HOME CRACKERS","20","338","ALL OTHER NATURAL/ORGANIC AT HOME CRACKERS","7","ALL OTHER NATURAL/ORGANIC AT HOME CRACKERS","7","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","006446","001","0","RW GARCIA  KALE CRACKERS","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-15200056-063403900006","15200056","063403900006","SNCA","EXTRA/VIRGIN OLIVE OIL","1","302","EXTRA/VIRGIN OLIVE OIL","0","EXTRA/VIRGIN OLIVE OIL","0","SHORTENING"," COOKING OILS & SPRAYS","15","OLIVE OIL","20","","006446","001","0","O OLIVE OIL EXTRA VIRGIN","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-2022203-004400005136","2022203","004400005136","SNCA","MAINSTREAM AT HOME CRACKERS","10","338","WHEAT MAINSTREAM AT HOME CRACKERS","1","WHEAT MAINSTREAM AT HOME CRACKERS","1","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","000895","012","0","NABISCO TRISCUIT ROASTED GARLIC NON GMO","0","LB","0.001","6.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-2020337-004400004551","2020337","004400004551","SNCA","MAINSTREAM AT HOME CRACKERS","10","338","AEROSOL MAINSTREAM AT HOME CRACKERS","20","AEROSOL MAINSTREAM AT HOME CRACKERS","20","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","000895","012","0","NABISCO EASY CHEDDAR CHEESE","60","LB","8.160","12.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-2021467-008994780310","2021467","008994780310","SNCA","PREMIUM AT HOME CRACKERS","5","338","OTHER PREMIUM AT HOME CRACKERS","6","OTHER PREMIUM AT HOME CRACKERS","6","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","006446","001","0","VANS MULTIGRAIN CRACKERS","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-3200898-085865700698","3200898","085865700698","SNCA","STILL CONVENIENCE BOTTLED WATER","5","313","STILL CONVENIENCE BOTTLED WATER","0","STILL CONVENIENCE BOTTLED WATER","0","NON CARBONATED BEVERAGES","3","BOTTLED WATER","20","","006446","001","0","LIMITLESS WATER SPARKLING BLOOD ORANGE","0","LB","0.001","3.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-48050065-007218063810","48050065","007218063810","SNCA","MULTI-SERVE PIZZA FROZEN PREPARED FOOD","1","317","MAINSTREAM MULTI SERVE FROZEN PIZZA","10","MAINSTREAM MULTI SERVE FROZEN PIZZA","10","PREPARED FROZEN FOODS","48","PIZZA FROZEN PREPARED FOODS","5","","001464","002","0","RED BARON BRICK OVEN CHEESE TRIO PIZZA","0","LB","0.001","1.00","I","","Y","N","SCHWANS CONSUMER BRANDS NORTH AMERICA"
"SNCA-15100073-085719000031","15100073","085719000031","SNCA","SPECIALTY OILS - FLAVORED & UNFLAVORED","0","302","SPECIALTY OILS - FLAVORED & UNFLAVORED","0","SPECIALTY OILS - FLAVORED & UNFLAVORED","0","SHORTENING"," COOKING OILS & SPRAYS","15","SPECIALTY OILS - FLAVORED & UNFLAVORED","10","","006446","001","0","LA TOURANGELLE GRAPESEED OIL","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-3250078-085231100401","3250078","085231100401","SNCA","ALL OTHER FLAVORED/FUNCTIONAL WATER","40","313","FULL CALORIE ALL OTHER WATER","1","FULL CALORIE ALL OTHER WATER","1","NON CARBONATED BEVERAGES","3","FLAVORED/FUNCTIONAL WATER","25","","001906","012","0","BAI ANTIOXIDANT INFUSION BRASILIA BLUEBERRY","0","LB","0.001","12.00","I","","Y","N","7UP BOTTLING CO."
"SNCA-3350742-061076486361","3350742","061076486361","SNCA","ALL OTHER RTD ENERGY","45","313","REGULAR ALL OTHER RTD ENERGY","1","REGULAR ALL OTHER RTD ENERGY","1","NON CARBONATED BEVERAGES","3","ENERGY","35","","030312","001","0","BANG ENERGY POWER PUNCH","0","LB","0.001","12.00","I","","Y","N","J & K DISTRIBUTION INC"
"SNCA-38900502-086533600002","38900502","086533600002","SNCA","REFRIGERATED HISPANIC FOODS","20","323","REFRIGERATED TORTILLAS","1","REFRIGERATED TORTILLAS","1","REFRIGERATED FOODS","38","REFRIGERATED FOODS ALL OTHER","90","","006446","001","0","SIETE TORTILLA ALMND FLOUR 8PC","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-2022186-089758000013","2022186","089758000013","SNCA","PREMIUM AT HOME CRACKERS","5","338","OTHER PREMIUM AT HOME CRACKERS","6","OTHER PREMIUM AT HOME CRACKERS","6","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","006446","001","0","MARYS GONE HERB CRACKERS","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-9011231-002840018390","9011231","002840018390","SNCA","WELLNESS/SPECIALTY TAKE HOME BAG/CAN SNACKS","45","338","BAKED WELLNESS/SPECIALTY TAKE HOME BAG/CAN","1","BAKED WELLNESS/SPECIALTY TAKE HOME BAG/CAN","1","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","CHEETOS BAKED SNACKS CRUNCHY CHEESE","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-2022238-085606900513","2022238","085606900513","SNCA","MAINSTREAM AT HOME CRACKERS","10","338","ALL OTHER MAINSTREAM AT HOME CRACKERS","7","ALL OTHER MAINSTREAM AT HOME CRACKERS","7","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME CRACKERS","2","","006446","001","0","SIMPLE MILLS FINE GROUND SEA SALT ALMOND FLOUR CRACKERS","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8050177-089819500127","8050177","089819500127","SNCA","TRADITIONAL PREMIUM SPARKLING DRINKS","10","313","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","CARBONATED BEVERAGES & MIXERS","8","PREMIUM SPARKLING DRINKS","5","","006446","001","0","FEVER TREE PREMIUM GINGER BEER","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8150450-085169400389","8150450","085169400389","SNCA","AO CARBONATED MIXERS PACKAGES","20","313","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","CARBONATED BEVERAGES & MIXERS","8","CARBONATED MIXERS","15","","006446","001","0","Q GINGER BEER","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-27055103-007314115935","27055103","007314115935","SNCA","ASIAN COOKIES","35","301","ASIAN COOKIES","0","ASIAN COOKIES","0","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","004959","006","0","GLICO POCKY COOKIES N CREAM","0","LB","0.001","1.00","I","","Y","N","JFC INTL INC"
"SNCA-5010223-073692450276","5010223","073692450276","SNCA","SPECIALTY KETCHUP","10","302","SPECIALTY KETCHUP","0","SPECIALTY KETCHUP","0","ENHANCEMENTS","5","KETCHUP","1","","006446","001","0","MELINDAS KETCHUP CHIPOTLE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8150139-089819500142","8150139","089819500142","SNCA","AO CARBONATED MIXERS PACKAGES","20","313","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","CARBONATED BEVERAGES & MIXERS","8","CARBONATED MIXERS","15","","006446","001","0","FEVER TREE PREMIUM GINGER BEER","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-9012085-002840017141","9012085","002840017141","SNCA","RTE POPCORN TAKE HOME BAGGED/CANISTER SNACKS","30","338","OTHER RTE POPCORN TAKE HOME BAG/CAN SNACK","90","OTHER RTE POPCORN TAKE HOME BAG/CAN SNACK","90","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","SMARTFOOD POPCORN SOUR CREAM ONION PLASTIC BAG","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-86920230-003915600048","86920230","003915600048","SNCA","MISC SEAFOOD SAUCES/FLAVOR ENHANCERS","85","330","MISC SEAFOOD SAUCES/FLAVOR ENHANCERS","0","MISC SEAFOOD SAUCES/FLAVOR ENHANCERS","0","SEAFOOD","86","SAUCES"," MARINADES & FLAVOR ENHANCERS (RTL PK)","92","","006446","001","0","LOUISIANA REMOULADE SAUCE","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8150077-085169400346","8150077","085169400346","SNCA","AO CARBONATED MIXERS PACKAGES","20","313","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","AO MANUFACTURERS AO CARBONATED MIXERS PACKAGES","10","CARBONATED BEVERAGES & MIXERS","8","CARBONATED MIXERS","15","","006446","001","0","Q GINGER BEER","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-9015082-002840064307","9015082","002840064307","SNCA","TORTILLA CHIPS TAKE HOME BAG/CANISTER SNACK","5","338","FLAVORED TORTILLA CHIPS TAKE HOME BAG/CAN","5","FLAVORED TORTILLA CHIPS TAKE HOME BAG/CAN","5","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","DORITOS SPICY NCHO PARTY SIZETORTILLA CHIPS","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-42052466-076777800102","42052466","076777800102","SNCA","ALL FAMILY NOVELTIES","5","317","FRUIT/WATER BASED ALL FAMILY NOVELTIES","5","FRUIT/WATER BASED ALL FAMILY NOVELTIES","5","ICE CREAM","42","NOVELTIES","5","","006446","001","0","LA MICHOACANA STRAWBERRY CREAM ICE CREAM BARS","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-2011833-067852307035","2011833","067852307035","SNCA","PREMIUM AT HOME COOKIES","5","338","OTHER SENSIBLE SNACKING","19","OTHER SENSIBLE SNACKING","19","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME COOKIES","1","","006446","001","0","GLUTINO CHOCOLATE CHIP COOKIES","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-9013807-002840059829","9013807","002840059829","SNCA","POTATO CHIPS TAKE HOME BAG/CANISTER SNACK","1","338","RIDGED POTATO CHIPS TAKE HOME BAG/CANISTER","5","RIDGED POTATO CHIPS TAKE HOME BAG/CANISTER","5","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","RUFFLES ALL DRESSED","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-9015091-002840064029","9015091","002840064029","SNCA","RTE POPCORN TAKE HOME BAGGED/CANISTER SNACKS","30","338","OTHER RTE POPCORN TAKE HOME BAG/CAN SNACK","90","OTHER RTE POPCORN TAKE HOME BAG/CAN SNACK","90","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","SMARTFOOD PCRN WHTE CHDR PARTY SIZE","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-89019495-008769200424","89019495","008769200424","SNCA","FLAVORED ALCOHOL BEVERAGES","50","305","MALT ALTERNATIVES FLAVORED ALCOHOL BEVERAGES","1","MALT ALTERNATIVES FLAVORED ALCOHOL BEVERAGES","1","ALCOHOLIC BEVERAGES","89","BEER","1","","003378","001","0","TRULY CITRUS VARIETY PACK IN CANS","0","LB","0.001","2.00","I","","Y","N","BAY AREA BEVERAGE CO"
"SNCA-2012202-004400005177","2012202","004400005177","SNCA","MAINSTREAM AT HOME COOKIES","10","338","ALL OTHER MAINSTREAM AT HOME COOKIES","7","ALL OTHER MAINSTREAM AT HOME COOKIES","7","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME COOKIES","1","","000895","012","0","OREO THIN BITES COOKIES DIPPED MINT CREM","0","LB","0.001","6.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-14200034-063551914136","14200034","063551914136","SNCA","PREMIUM SEASONINGS/BLENDS","30","302","ALL OTHER PREMIUM SEASONINGS/BLENDS","85","ALL OTHER PREMIUM SEASONINGS/BLENDS","85","SALT/SEASONING/SPICES/CANNING SUPPLIES","14","PREMIUM HERBS & SPICES","20","","006446","001","0","URBAN ACCENTS DRY GLAZE ATHENIAN HERB","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-48020890-063803161323","48020890","063803161323","SNCA","NATURAL/ORGANIC MEAL COMPONENTS","20","317","MORNINGSTAR FARMS NATURAL/ORGNC MEAL COMPONENT","15","MORNINGSTAR FARMS NATURAL/ORGNC MEAL COMPONENT","15","PREPARED FROZEN FOODS","48","MEAL COMPONENTS FROZEN PREPARED FOODS","10","","006446","001","0","FIELD ROAS WINGS FRUFFALO","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-6041022-004800100968","6041022","004800100968","SNCA","WELLNESS LIQUID SALAD DRESSINGS","5","302","FRENCH/OTHER REDS WELLNESS LIQUID SAL DRESSING","1","FRENCH/OTHER REDS WELLNESS LIQUID SAL DRESSING","1","MAYONNAISE"," SALAD DRESSINGS & TOPPINGS","6","LIQUID SALAD DRESSINGS","4","","006446","001","0","SIR KENSI DRESSING RSPBRY PPR VNGTE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8011632-085775500471","8011632","085775500471","SNCA","TRADITIONAL PREMIUM SPARKLING DRINKS","10","313","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","AO ALTERNATIVE TRADITIONAL SPARKLING DRINKS","65","CARBONATED BEVERAGES & MIXERS","8","PREMIUM SPARKLING DRINKS","5","","030312","001","0","ORIGINAL NEW YORK SELTZER VANILLA CREAM","0","LB","0.001","24.00","I","","Y","N","J & K DISTRIBUTION INC"
"SNCA-42051489-007120216305","42051489","007120216305","SNCA","ADULT NOVELTIES","1","317","HEALTHY ALTERNATIVE (BFY/SOY/LOW CARB)","10","HEALTHY ALTERNATIVE (BFY/SOY/LOW CARB)","10","ICE CREAM","42","NOVELTIES","5","","006446","001","0","DOLE DARK CHOCOLATE BANANA DIPPERS","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-48014096-085030300651","48014096","085030300651","SNCA","REGULAR FROZEN DINNERS ENTREES & SIDES FOR ONE","1","317","ALL OTHER REG FROZEN DINNER ENTRE/SIDE FOR ONE","85","ALL OTHER REG FROZEN DINNER ENTRE/SIDE FOR ONE","85","PREPARED FROZEN FOODS","48","FROZEN DINNERS ENTREES & SIDES FOR ONE","1","","006446","001","0","SUJIS KOREAN RAMEN SAVORY CHKN BULGOGI","0","LB","0.001","8.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-27051308-073748320008","27051308","073748320008","SNCA","ASIAN NOODLES","10","301","PACKAGED ASIAN NOODLES","5","PACKAGED ASIAN NOODLES","5","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","004959","006","0","ASUKA TAIWAN RICE STICKS","0","LB","0.001","15.00","I","","Y","N","JFC INTL INC"
"SNCA-20040108-004133102787","20040108","004133102787","SNCA","NECTARS"," ETHNIC JUICES & DRINKS","5","301","NECTARS"," ETHNIC JUICES & DRINKS","0","NECTARS"," ETHNIC JUICES & DRINKS","0","SHELF STABLE JUICES AND DRINKS","20","ETHNIC JUICES & DRINKS","4","","006446","001","0","GOYA COCONUT WATER","0","LB","0.001","24.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-9011357-002840024019","9011357","002840024019","SNCA","MISC. SALTY BAGGED/CANISTER SNACKS","85","338","ONION MISC. SALTY BAGGED/CANISTER SNACKS","5","ONION MISC. SALTY BAGGED/CANISTER SNACKS","5","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","FUNYUNS FLAMIN HOT ONION FLAVORED RINGS","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-8010887-004900000045","8010887","004900000045","SNCA","CSD <= 24 OZ SINGLE","30","313","COKE CSD <= 24 OZ SINGLE","5","COKE CSD <= 24 OZ SINGLE","5","CARBONATED BEVERAGES & MIXERS","8","CARBONATED SOFT DRINKS","1","","001392","055","0","COKE DIET SODA","60","LB","0.001","24.00","I","","Y","N","COCA COLA CO"
"SNCA-89011084-008066095680","89011084","008066095680","SNCA","IMPORT BEER","10","305","MEXICAN IMPORT BEER","15","MEXICAN IMPORT BEER","15","ALCOHOLIC BEVERAGES","89","BEER","1","","003470","003","0","CORONA EXTRA NR BEER IN BOTTLES","0","LB","0.001","1.00","I","","Y","N","MARKSTEIN BEVERAGE CO"
"SNCA-2012393-004400004654","2012393","004400004654","SNCA","MAINSTREAM AT HOME COOKIES","10","338","FRUIT FILLED MAINSTREAM AT HOME COOKIES","4","FRUIT FILLED MAINSTREAM AT HOME COOKIES","4","COOKIES/CRACKERS & MISC SNACKS","2","AT HOME COOKIES","1","","000895","012","0","NABISCO NEWTONS","0","LB","0.001","12.00","I","","Y","N","MONDELEZ GLOBAL LLC DSD USE ONLY"
"SNCA-42010515-007457095003","42010515","007457095003","SNCA","SUPER PREMIUM PACKAGED ICE CREAM","1","317","TRADITIONAL SUPER PREM PACKAGED ICE CREAM","1","TRADITIONAL SUPER PREM PACKAGED ICE CREAM","1","ICE CREAM","42","PACKAGED ICE CREAM","1","","001499","002","0","HAAGEN DAZS ALL NATURAL PISTACHIO ICE CREAM","0","LB","0.001","1.00","I","","Y","N","NESTLE DSD"
"SNCA-84831030-085420800501","84831030","085420800501","SNCA","REFRIGERATED PREMIUM INDULGENCE","20","329","ORGANIC REFRIGERATED PREMIUM INDULGENCE","5","ORGANIC REFRIGERATED PREMIUM INDULGENCE","5","FRESH PRODUCE","84","REFRIGERATED PREMIUM DRINKS","83","","003811","001","0","SUJA SWEET BEETS","0","LB","0.001","1.00","I","","Y","N","ODWALLA INC"
"SNCA-89010021-005230002545","89010021","005230002545","SNCA","NON-ALCOHOLIC BEER","90","305","DOMESTIC NON-ALCOHOLIC BEER","5","DOMESTIC NON-ALCOHOLIC BEER","5","ALCOHOLIC BEVERAGES","89","BEER","1","","003419","001","0","OLD MILWAUKEE NON-ALCOHOLIC BEER CANS","0","LB","0.001","2.00","I","","Y","N","SACCANI DIST CO"
"SNCA-3100028-001200028619","3100028","001200028619","SNCA","READY TO DRINK TEA","1","313","SINGLE SERVE <=24OZ RTD TEA","1","SINGLE SERVE <=24OZ RTD TEA","1","NON CARBONATED BEVERAGES","3","READY TO DRINK TEA AND COFFEE","10","","001390","022","0","LIPTON PURE LEAF SWEETENED","0","LB","0.001","12.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-27055204-007286923096","27055204","007286923096","SNCA","ASIAN NOODLES","10","301","PACKAGED ASIAN NOODLES","5","PACKAGED ASIAN NOODLES","5","ETHNIC"," GOURMET & SPECIALTY","27","ASIAN FOODS","5","","006446","001","0","ORGANIC JAPANESE UDON NOODLE 32X1LB","0","LB","0.001","32.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-48100079-083373500137","48100079","083373500137","SNCA","NATURAL/ORGANIC MEAL COMPONENTS","20","317","ALL OTHER NATURAL/ORGANIC MEAL COMPONENTS","85","ALL OTHER NATURAL/ORGANIC MEAL COMPONENTS","85","PREPARED FROZEN FOODS","48","MEAL COMPONENTS FROZEN PREPARED FOODS","10","","006446","001","0","QUORN GOURMET MEATLESS BURGERS","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-8011571-001200015017","8011571","001200015017","SNCA","CSD 12 OZ 12PK CANS","5","313","PEPSI CSD 12 OZ 12PK CANS","1","PEPSI CSD 12 OZ 12PK CANS","1","CARBONATED BEVERAGES & MIXERS","8","CARBONATED SOFT DRINKS","1","","001390","022","0","MIST TWST LEMON LIME","0","LB","0.001","2.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-29700207-085017600304","29700207","085017600304","SNCA","SALSA HISPANIC SHELF-STABLE SALSA & DIPS","1","301","MEDIUM SALSA HISPANIC","5","MEDIUM SALSA HISPANIC","5","HISPANIC FOODS","29","HISPANIC SHELF-STABLE SALSA & DIPS","70","","006446","001","0","PAPALOTE ROASTED TOMATO SALSA SERRANO-TOMATILLO","0","LB","0.001","12.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-84830213-001405401001","84830213","001405401001","SNCA","REFRIGERATED PREMIUM PURE JUICE","1","329","CITRUS BASED PURE REFRIGERATED PREMIUM JUICE","1","CITRUS BASED PURE REFRIGERATED PREMIUM JUICE","1","FRESH PRODUCE","84","REFRIGERATED PREMIUM DRINKS","83","","003811","001","0","ODWALLA ORANGE JUICE PASTEURIZED","60","LB","0.001","1.00","I","","Y","N","ODWALLA INC"
"SNCA-8010062-007800000388","8010062","007800000388","SNCA","CSD >= 16 OZ MP PET","25","313","DR PEPPER/7-UP >= 16 OZ MP PET","10","DR PEPPER/7-UP >= 16 OZ MP PET","10","CARBONATED BEVERAGES & MIXERS","8","CARBONATED SOFT DRINKS","1","","001390","022","0","DR PEPPER DIET SODA","0","LB","0.001","4.00","I","","Y","N","PEPSI COLA BOTTLING CO"
"SNCA-82310431-007873200400","82310431","007873200400","SNCA","DELI SALSA","10","309","DELI MILD SALSA","5","DELI MILD SALSA","5","TRADITIONAL DELI","82","DELI DIPS AND SALSA","31","Y","003605","002","null","CASA SANCHEZ SALSA MILD ROJA 15 OZ","35","LB","12.000","12.00","I","209"
"SNCA-14200025-063551914132","14200025","063551914132","SNCA","PREMIUM SEASONINGS/BLENDS","30","302","ALL OTHER PREMIUM SEASONINGS/BLENDS","85","ALL OTHER PREMIUM SEASONINGS/BLENDS","85","SALT/SEASONING/SPICES/CANNING SUPPLIES","14","PREMIUM HERBS & SPICES","20","","006446","001","0","URBAN ACCENTS CAYMAN CITRUS DRY GLAZE","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-88560050-004242122579","88560050","004242122579","SNCA","BACON REGULAR","10","333","BACON REGULAR REGULAR BACON","40","BACON REGULAR REGULAR BACON","40","MEAT","88","BACON","56","","025586","001","0","BOARS HEAD IMPORTED BACON","0","LB","0.001","1.00","I","","Y","N","SF BAY AREA PROVISIONS INC"
"SNCA-3251255-078616200530","3251255","078616200530","SNCA","GLACEAU FLAVORED/FUNCTIONAL WATER","15","313","FULL CALORIE GLACEAU FLAVORED/FUNCTIONAL WATER","1","FULL CALORIE GLACEAU FLAVORED/FUNCTIONAL WATER","1","NON CARBONATED BEVERAGES","3","FLAVORED/FUNCTIONAL WATER","25","","001392","055","0","GLACEAU VITAMINWATER FIRE","0","LB","0.001","12.00","I","","Y","N","COCA COLA CO"
"SNCA-6041030-085523200756","6041030","085523200756","SNCA","PREMIUM LIQUID SALAD DRESSINGS","10","302","OIL/VINEGAR PREMIUM LIQUID SALAD DRESSINGS","1","OIL/VINEGAR PREMIUM LIQUID SALAD DRESSINGS","1","MAYONNAISE"," SALAD DRESSINGS & TOPPINGS","6","LIQUID SALAD DRESSINGS","4","","006446","001","0","PRIMAL KI DRESSING 1000 ISLND AVCDO","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
"SNCA-9012150-002840020464","9012150","002840020464","SNCA","WELLNESS/SPECIALTY TAKE HOME BAG/CAN SNACKS","45","338","BAKED WELLNESS/SPECIALTY TAKE HOME BAG/CAN","1","BAKED WELLNESS/SPECIALTY TAKE HOME BAG/CAN","1","SALTY SNACKS","9","SALTY BAGGED/CANISTER SNACKS","1","","001479","004","0","OFF THE EATEN PATH VEGGIE PUFFS SOUR CREAM & ONION PLASTIC BAG","0","LB","0.001","1.00","I","","Y","N","FRITO LAY INC"
"SNCA-19150278-003291700013","19150278","003291700013","SNCA","SPECIALTY TEA COFFEE/HOT","15","301","MEDICINAL SPECIALTY SPECIALTY TEA COFFEE/HOT","25","MEDICINAL SPECIALTY SPECIALTY TEA COFFEE/HOT","25","COFFEE/TEA/HOT COCOA/CREAM/FILTERS","19","TEA COFFEE/HOT","15","","006446","001","0","TRADITIONAL MEDICINAL THROAT COAT PRGANIC TEA","0","LB","0.001","6.00","I","","Y","N","KEHE DISTRIBUTORS"
